"","nume","pret_aug","nomenclator","pret_sept","nume_sept","scor_aug_sept","pret_oct","nume_oct","scor_aug_oct","pret_noi","nume_noi","scor_aug_noi"
"699","oua cod 1 marimea m 10 bucati gusturi romanesti",8.99,"oua de la gaini crescute la  sol (cod 1, marime m) ",9.59,"oua cod 1 marimea m 10 bucati gusturi romanesti",101,9.49,"oua cod 1 marimea m 10 bucati gusturi romanesti",101,9.49,"oua cod 1 marimea m 10 bucati gusturi romanesti",101
"700","oua cod 3 marimea m 30 bucati 365",11.49,"oua de la gaini crescute in  baterii (cod 3, marime m) ",12.09,"oua cod 3 marimea m 30 bucati 365",101,5.99,"oua cod 2 m 10 bucati 365",89,5.99,"oua cod 2 m 10 bucati 365",89
"701","oua cod 3 marimea m 10 bucati 365",5.59,"oua de la gaini crescute in  baterii (cod 3, marime m) ",6.19,"oua cod 3 marimea m 10 bucati 365",101,6.99,"oua cod 3 marimea m 10 bucati 365",101,6.99,"oua cod 3 marimea m 10 bucati 365",101
"702","oua cod 1 marimea m 6 bucati gusturi romanesti",6.54,"oua de la gaini crescute la  sol (cod 1, marime m) ",7.14,"oua cod 1 marimea m 6 bucati gusturi romanesti",101,6.54,"oua cod 1 marimea m 6 bucati gusturi romanesti",101,6.54,"oua cod 1 marimea m 6 bucati gusturi romanesti",101
"703","oua cod 3 marimea m 6 bucati 365",4.14,"oua de la gaini crescute in  baterii (cod 3, marime m) ",4.74,"oua cod 3 marimea m 6 bucati 365",101,4.89,"oua cod 3 marimea m 6 bucati 365",101,4.89,"oua cod 3 marimea m 6 bucati 365",101
"704","paine toast clasic french toast 600g vel pitar",5.59,"piine feliata (pachet celofan)  ",5.27,"paine toast clasic french toast 600g vel pitar",101,4.79,"paine toast clasic french toast 600g vel pitar",101,4.79,"paine toast clasic french toast 600g vel pitar",101
"705","paine alba feliata 300g vel pitar",0.99,"piine feliata (pachet celofan)  ",1.59,"paine alba feliata 300g vel pitar",101,0.99,"paine alba feliata 300g vel pitar",101,0.99,"paine alba feliata 300g vel pitar",101
"706","paine de secara benecol 240g dobrogea",4.92,"piine din fainuri speciale -  preambalata ",4.8,"paine de secara feliata dobrogea benecol 240g",100,4.87,"paine de secara benecol 240g dobrogea",101,4.87,"paine de secara benecol 240g dobrogea",101
"707","paine feliata aleasa din faina integrala cu multicereale 500g kb toast",5.35,"piine din fainuri speciale -  preambalata ",6.43,"paine feliata aleasa din faina integrala cu multicereale 500g kb toast",101,6.07,"paine feliata aleasa din faina integrala cu multicereale 500g kb toast",101,6.07,"paine feliata aleasa din faina integrala cu multicereale 500g kb toast",101
"708","paine cu 7 seminte 700g chef gourmand",4.94,"piine din fainuri speciale -  preambalata ",5.59,"paine cu 7 seminte 700g chef gourmand",101,5.8,"paine cu 7 seminte 700g chef gourmand",101,5.8,"paine cu 7 seminte 700g chef gourmand",101
"709","felii de paine crocante cu multicereale 250g delhaize",7.69,"piine din fainuri speciale -  preambalata ",8.29,"felii de paine crocante cu multicereale 250g delhaize",101,7.69,"felii de paine crocante cu multicereale 250g delhaize",101,7.69,"felii de paine crocante cu multicereale 250g delhaize",101
"710","paine feliata integrala 600g 365",3.39,"piine din fainuri speciale -  preambalata ",3.99,"paine feliata integrala 600g 365",101,3.39,"paine feliata integrala 600g 365",101,3.39,"paine feliata integrala 600g 365",101
"711","paine toast secara french toast 600g vel pitar",4.9,"piine semialba (intermediara,  integrala) ",6.07,"paine toast secara french toast 600g vel pitar",101,6.02,"paine toast secara french toast 600g vel pitar",101,6.02,"paine toast secara french toast 600g vel pitar",101
"712","paine toast alba 300g kb toast",3.12,"piine feliata (pachet celofan)  ",3.91,"paine toast alba 300g kb toast",101,2.89,"paine toast alba 300g kb toast",101,2.89,"paine toast alba 300g kb toast",101
"713","paine feliata cu faina de secara si seminte 600g 365",3.39,"piine din fainuri speciale -  preambalata ",3.99,"paine feliata cu faina de secara si seminte 600g 365",101,3.39,"paine feliata cu faina de secara si seminte 600g 365",101,3.39,"paine feliata cu faina de secara si seminte 600g 365",101
"714","paine feliata fara sare 300g dobrogea",1.59,"piine alba, aclorida (fara  sare) ",5.68,"dobrogea paine 500g",85,1.59,"paine feliata fara sare 300g dobrogea",101,1.59,"paine feliata fara sare 300g dobrogea",101
"715","paine feliata alba 600g 365",3.19,"piine feliata (pachet celofan)  ",3.79,"paine feliata alba 600g 365",101,3.19,"paine feliata alba 600g 365",101,3.19,"paine feliata alba 600g 365",101
"716","saratele cu cascaval 200g grewe",5.64,"saratele (ambalate in pungi)  (100-125 g) ",6.24,"saratele cu cascaval 200g grewe",101,5.64,"saratele cu cascaval 200g grewe",101,5.64,"saratele cu cascaval 200g grewe",101
"717","fasole fina 450g edenia",4.79,"fasole pastai, taiata (borcan  de cca. 720 ml) ",5.39,"fasole fina 450g edenia",101,4.72,"fasole fina 450g edenia",101,4.72,"fasole fina 450g edenia",101
"718","fasole verde taiata 400g 365",2.56,"fasole pastai, taiata (borcan  de cca. 720 ml) ",8,"fasole verde taiata d'aucy 820g",81,2.56,"fasole verde taiata 400g 365",101,2.56,"fasole verde taiata 400g 365",101
"719","porumb congelat 400g bonduelle",7.57,"porumb boabe (cutie 250-425 g)  ",7.77,"porumb congelat 400g bonduelle",101,8.18,"porumb congelat 400g bonduelle",101,8.18,"porumb congelat 400g bonduelle",101
"720","fasole verde 600g delhaize",6.18,"fasole pastai, taiata (borcan  de cca. 720 ml) ",6.78,"fasole verde 600g delhaize",101,6.49,"fasole verde 600g delhaize",101,6.49,"fasole verde 600g delhaize",101
"721","fasole galbena 450g edenia",5.29,"fasole pastai, taiata (borcan  de cca. 720 ml) ",5.89,"fasole galbena 450g edenia",101,4.49,"fasole galbena 450g edenia",101,4.49,"fasole galbena 450g edenia",101
"722","ciuperci champignon taiate 450g delhaize",4.9,"ciuperci tip champignon (cutie  metalica 400 g) ",5.5,"ciuperci champignon taiate 450g delhaize",101,4.9,"ciuperci champignon taiate 450g delhaize",101,4.9,"ciuperci champignon taiate 450g delhaize",101
"723","spanac tocat 400g bonduelle",6.99,"spanac (borcan 580-720 ml)  ",7.59,"spanac tocat 400g bonduelle",101,5.9,"spanac tocat 400g bonduelle",101,5.9,"spanac tocat 400g bonduelle",101
"724","spanac frunze 450g edenia",4.7,"spanac (borcan 580-720 ml)  ",5.3,"spanac frunze 450g edenia",101,4.99,"spanac frunze 450g edenia",101,4.99,"spanac frunze 450g edenia",101
"725","mazare extra fina 600g delhaize",6.18,"mazare verde (borcan de cca.  720 ml) ",6.78,"mazare extra fina 600g delhaize",101,6.18,"mazare extra fina 600g delhaize",101,6.18,"mazare extra fina 600g delhaize",101
"726","spanac frunze 600g delhaize",4.49,"spanac (borcan 580-720 ml)  ",5.09,"spanac frunze 600g delhaize",101,7.99,"spanac taiat 660g delhaize",75,7.99,"spanac taiat 660g delhaize",75
"727","spanac frunze intregi 750g bonduelle",14.84,"spanac (borcan 580-720 ml)  ",15.44,"spanac frunze intregi 750g bonduelle",101,2.99,"frunze de dafin intregi kotanyi 5g",69,6.35,"ciuperci intregi bonduelle 314ml",69
"728","file de somon de pacific 5 bucati 5x100g iglo",46.29,"somon proaspat - file  ",46.89,"file de somon de pacific 5 bucati 5x100g iglo",101,46.29,"file de somon de pacific 5 bucati 5x100g iglo",101,46.29,"file de somon de pacific 5 bucati 5x100g iglo",101
"729","somon file keta de pacific 250g 365",16.69,"somon proaspat - file  ",17.29,"somon file keta de pacific 250g 365",101,18.99,"somon file keta de pacific 250g 365",101,18.99,"somon file keta de pacific 250g 365",101
"730","file cod de alaska 750g delhaize",22.14,"cod file, congelat  ",22.74,"file cod de alaska 750g delhaize",101,22.14,"file cod de alaska 750g delhaize",101,22.14,"file cod de alaska 750g delhaize",101
"731","cocktail de fructe de mare 500g delhaize",21.19,"fructe de mare congelate  (cocktail - vrac) ",21.79,"cocktail de fructe de mare 500g delhaize",101,21.19,"cocktail de fructe de mare 500g delhaize",101,21.19,"cocktail de fructe de mare 500g delhaize",101
"732","peste cod file 4 bucati 4x100g defish",35.5,"cod file, congelat  ",36.1,"peste cod file 4 bucati 4x100g defish",101,31.89,"peste cod file 4 bucati 4x100g defish",101,31.89,"peste cod file 4 bucati 4x100g defish",101
"733","fructe de mare simple 400g costa",46.29,"fructe de mare congelate  (cocktail - vrac) ",46.89,"fructe de mare simple 400g costa",101,46.29,"fructe de mare simple 400g costa",101,46.29,"fructe de mare simple 400g costa",101
"734","macrou scomber scombrus kg negro 2000",10.59,"macrou oceanic, congelat  ",11.19,"macrou scomber scombrus kg negro 2000",101,10.99,"negro macrou 150g",83,10.99,"negro macrou 150g",83
"735","pastrav eviscerat 600g azuris",18.66,"pastrav proaspat, eviscerat  ",11.5,"pastrav afumat dorpipesco 150g",61,18.66,"pastrav eviscerat 600g azuris",101,18.66,"pastrav eviscerat 600g azuris",101
"736","piure de morcov si mango naturnes 90g nestle",5.01,"piure de legume (excl. carne),  pentru copii (nestle"" , ""hipp"") - borcan 190-220 g""",5.87,"piure de morcov si mango naturnes 90g nestle",101,7.99,"smuti morcov si mango 200ml sloop",62,4.24,"bautura racoritoare de mango si ananas nestea 1.5l",62
"737","piure pentru sugari etapa a doua de la 6 luni cu banane si mere 90g nestle",5.34,"piure de legume (excl. carne),  pentru copii (nestle"" , ""hipp"") - borcan 190-220 g""",5.94,"piure pentru sugari etapa a doua de la 6 luni cu banane si mere 90g nestle",101,5.29,"piure de mere 720g 365",74,5.29,"piure de mere 720g 365",74
