"","nume","pret_aug","nomenclator","pret_sept","nume_sept","scor_aug_sept","pret_oct","nume_oct","scor_aug_oct","pret_noi","nume_noi","scor_aug_noi"
"461","paste spaghetinni integrale 500g barilla","549 Lei","spaghetti - import (pachet  de 500 g) ","609","paste spaghetinni integrale 500g barilla",101,"549 Lei/buc","paste spaghetinni integrale 500g barilla",101,"549 Lei/buc","paste spaghetinni integrale 500g barilla",101
"462","paste fainoase farfalline nr 59 500g barilla","585 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","609","paste fainoase farfalline nr 59 500g barilla",101,"585 Lei/buc","paste fainoase farfalline nr 59 500g barilla",101,"585 Lei/buc","paste fainoase farfalline nr 59 500g barilla",101
"463","spaghete din grau integral 500g delhaize","499 Lei","spaghetti - indigene (pachet  de 400-500 g) ","559","spaghete din grau integral 500g delhaize",101,"499 Lei/buc","spaghete din grau integral 500g delhaize",101,"499 Lei/buc","spaghete din grau integral 500g delhaize",101
"464","paste fainoase spaghetti fara ou 500g baneasa","293 Lei","spaghetti - indigene (pachet  de 400-500 g) ","345","paste fainoase spaghetti fara ou 500g baneasa",101,"285 Lei/buc","paste fainoase spaghetti fara ou 500g baneasa",101,"285 Lei/buc","paste fainoase spaghetti fara ou 500g baneasa",101
"465","paste fainoase bavette nr 13 500g barilla","532 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","573","paste fainoase bavette nr 13 500g barilla",101,"510 Lei/bucata","paste alimentare nr. 11 barilla bavette 500g",88,"510 Lei/bucata","paste alimentare nr. 11 barilla bavette 500g",88
"466","paste fainoase spaghettoni nr 7 500g barilla","501 Lei","spaghetti - import (pachet  de 500 g) ","509","paste fainoase spaghettoni nr 7 500g barilla",101,"526 Lei/buc","paste fainoase spaghettoni nr 7 500g barilla",101,"526 Lei/buc","paste fainoase spaghettoni nr 7 500g barilla",101
"467","fusilli tricolore din grau dur 500g baneasa","432 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","558","fusilli tricolore din grau dur 500g baneasa",101,"259 Lei/bucata","fusilli baneasa 400g",86,"259 Lei/bucata","fusilli baneasa 400g",86
"468","paste fainoase spaghetti din grau dur 1kg 365","599 Lei","spaghetti - indigene (pachet  de 400-500 g) ","659","paste fainoase spaghetti din grau dur 1kg 365",101,"249 Lei/buc","arpacas din grau 1kg 365",80,"249 Lei/buc","arpacas din grau 1kg 365",80
"469","paste penne din grau dur 500g baneasa","280 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","340","paste penne din grau dur 500g baneasa",101,"280 Lei/buc","paste penne din grau dur 500g baneasa",101,"280 Lei/buc","paste penne din grau dur 500g baneasa",101
"470","spaghete numarul 6 din grau dur 500g 365","249 Lei","spaghetti - indigene (pachet  de 400-500 g) ","309","spaghete numarul 6 din grau dur 500g 365",101,"249 Lei/buc","spiralate din grau dur 500g 365",81,"249 Lei/buc","spiralate din grau dur 500g 365",81
"471","macaroane numarul 2 din grau dur 500g 365","269 Lei","macaroane (pachet de 500 g)  ","329","macaroane numarul 2 din grau dur 500g 365",101,"269 Lei/buc","macaroane numarul 2 din grau dur 500g 365",101,"269 Lei/buc","macaroane numarul 2 din grau dur 500g 365",101
"472","paste fainoase mini penne 500g panzani","552 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","560","paste fainoase mini penne 500g panzani",101,"530 Lei/bucata","mini penne panzani 500g",100,"494 Lei/buc","paste fainoase mini fusilli 500g panzani",91
"473","penne rigate 500g panzani","553 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","600","penne rigate 500g panzani",101,"540 Lei/bucata","penne rigate panzani 500g",100,"540 Lei/bucata","penne rigate panzani 500g",100
"474","paste fainoase tagliatelle 500g panzani","569 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","612","paste fainoase tagliatelle 500g panzani",101,"570 Lei/bucata","tagliatelle panzani 500g",100,"570 Lei/bucata","tagliatelle panzani 500g",100
"475","paste fainoase express express 500g panzani","760 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","820","paste fainoase express express 500g panzani",101,"494 Lei/buc","paste fainoase mini fusilli 500g panzani",87,"494 Lei/buc","paste fainoase mini fusilli 500g panzani",87
"476","mini penne rigate picolini 500g barilla","564 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","613","mini penne rigate picolini 500g barilla",101,"579 Lei/buc","mini penne rigate picolini 500g barilla",101,"579 Lei/buc","mini penne rigate picolini 500g barilla",101
"477","paste fainoase ditali 500g 365","299 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","359","paste fainoase ditali 500g 365",101,"299 Lei/buc","paste fainoase ditali 500g 365",101,"299 Lei/buc","paste fainoase ditali 500g 365",101
"478","tagliatelle verdi 500g delhaize","949 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","1009","tagliatelle verdi 500g delhaize",101,"499 Lei/buc","cous cous 500g delhaize",84,"499 Lei/buc","cous cous 500g delhaize",84
"479","paste fainoase cannelloni 250g panzani","476 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","536","paste fainoase cannelloni 250g panzani",101,"487 Lei/buc","paste fainoase cannelloni 250g panzani",101,"487 Lei/buc","paste fainoase cannelloni 250g panzani",101
"480","penne rigate din grau dur 500g baneasa","394 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","488","penne rigate din grau dur 500g baneasa",101,"249 Lei/buc","penne rigate din grau dur 500g 365",94,"249 Lei/buc","penne rigate din grau dur 500g 365",94
"481","paste fainoase farfalle 500g panzani","554 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","572","paste fainoase farfalle 500g panzani",101,"570 Lei/bucata","farfalle panzani 500g",100,"555 Lei/bucata","farfalle panzani 500g",100
"482","spaghetti integrale din grau dur 500g baneasa","465 Lei","spaghetti - indigene (pachet  de 400-500 g) ","577","spaghetti integrale din grau dur 500g baneasa",101,"280 Lei/buc","gris de grau 500g baneasa",81,"280 Lei/buc","gris de grau 500g baneasa",81
"483","tagliatelle cu ou 500g delhaize","799 Lei","paste fainoase extra de dife-  rite forme: scoici, melci  etc. (punga de 200-500 g) -","859","tagliatelle cu ou 500g delhaize",101,"1599 Lei/buc","tagliatelle cu somon 450g delhaize",89,"1599 Lei/buc","tagliatelle cu somon 450g delhaize",89
"484","paste fainoase spaghetti italiene 500g jamie oliver","999 Lei","spaghetti - import (pachet  de 500 g) ","1059","paste fainoase spaghetti italiene 500g jamie oliver",101,"6.87 Lei/buc 13.74 kilogram","paste penne italiene jamie oliver 500g",91,"6.87 Lei/buc 13.74 kilogram","paste penne italiene jamie oliver 500g",91
"485","orez rotund bob cu bob 1kg riso scotti","641 Lei","orez cu bob rotund, preambalat  ","772","orez rotund bob cu bob 1kg riso scotti",101,"729 Lei/buc","orez rotund bob cu bob 1kg riso scotti",101,"729 Lei/buc","orez rotund bob cu bob 1kg riso scotti",101
"486","orez brun cu bob lung 1kg delhaize","799 Lei","orez cu bob lung, preambalat  ","859","orez brun cu bob lung 1kg delhaize",101,"799 Lei/buc","orez brun cu bob lung 1kg delhaize",101,"799 Lei/buc","orez brun cu bob lung 1kg delhaize",101
"487","orez colosal bob cu bob 1kg riso scotti","753 Lei","orez cu bob rotund, preambalat  ","739","orez colosal bob cu bob 1kg riso scotti",101,"769 Lei/buc","orez colosal bob cu bob 1kg riso scotti",101,"769 Lei/buc","orez colosal bob cu bob 1kg riso scotti",101
"488","orez premium bob mare 1 kg atifco foods","639 Lei","orez cu bob rotund, preambalat  ","699","orez premium bob mare 1 kg atifco foods",101,"649 Lei/buc","orez premium bob mare 1 kg atifco foods",101,"649 Lei/buc","orez premium bob mare 1 kg atifco foods",101
"489","orez cu bob lung 4 plicuri 250g uncle ben's","500 Lei","orez cu bob lung, preambalat  ","615","orez cu bob lung 4 plicuri 250g uncle ben's",101,"555 Lei/buc","orez cu bob lung 4 plicuri 250g uncle ben's",101,"555 Lei/buc","orez cu bob lung 4 plicuri 250g uncle ben's",101
"490","orez bob rotund 1kg 365","579 Lei","orez cu bob rotund, preambalat  ","639","orez bob rotund 1kg 365",101,"579 Lei/buc","orez bob rotund 1kg 365",101,"579 Lei/buc","orez bob rotund 1kg 365",101
"491","orez cu bob rotund 1kg atifco","603 Lei","orez cu bob rotund, preambalat  ","671","orez cu bob rotund 1kg atifco",101,"682 Lei/buc","orez cu bob rotund 1kg atifco",101,"682 Lei/buc","orez cu bob rotund 1kg atifco",101
"492","orez mare bob cu bob 1kg riso scotti","733 Lei","orez cu bob rotund, preambalat  ","793","orez mare bob cu bob 1kg riso scotti",101,"733 Lei/buc","orez mare bob cu bob 1kg riso scotti",101,"733 Lei/buc","orez mare bob cu bob 1kg riso scotti",101
"493","orez alb cu bob rotund 1kg krina","499 Lei","orez cu bob rotund, preambalat  ","559","orez alb cu bob rotund 1kg krina",101,"499 Lei/buc","orez alb cu bob rotund 1kg krina",101,"499 Lei/buc","orez alb cu bob rotund 1kg krina",101
"494","orez cu bob rotund pentru sarmale 1kg deroni","694 Lei","orez cu bob rotund, preambalat  ","746","orez cu bob rotund pentru sarmale 1kg deroni",101,"668 Lei/buc","orez cu bob rotund pentru sarmale 1kg deroni",101,"668 Lei/buc","orez cu bob rotund pentru sarmale 1kg deroni",101
"495","orez cu bob mare extra 1kg krina","599 Lei","orez cu bob rotund, preambalat  ","719","orez cu bob mare extra 1kg krina",101,"659 Lei/buc","orez cu bob mare extra 1kg krina",101,"659 Lei/buc","orez cu bob mare extra 1kg krina",101
"496","orez cu bob lung prefiert 1kg 365","599 Lei","orez prefiert  ","659","orez cu bob lung prefiert 1kg 365",101,"299 Lei/buc","orez cu bob lung 1kg rizbo",87,"299 Lei/buc","orez cu bob lung 1kg rizbo",87
"497","orez lung bob cu bob 1kg riso scotti","587 Lei","orez cu bob rotund, preambalat  ","678","orez lung bob cu bob 1kg riso scotti",101,"652 Lei/buc","orez lung bob cu bob 1kg riso scotti",101,"652 Lei/buc","orez lung bob cu bob 1kg riso scotti",101
"498","orez bob clasic 1kg 365","549 Lei","orez cu bob rotund, preambalat  ","609","orez bob clasic 1kg 365",101,"549 Lei/buc","orez bob clasic 1kg 365",101,"549 Lei/buc","orez bob clasic 1kg 365",101
"499","orez cu bob lung 500g panzani","358 Lei","orez cu bob lung, preambalat  ","367","orez cu bob lung 500g panzani",101,"358 Lei/buc","orez cu bob lung 500g panzani",101,"358 Lei/buc","orez cu bob lung 500g panzani",101
"500","orez pofta buna 1kg atifco","799 Lei","orez cu bob rotund, preambalat  ","859","orez pofta buna 1kg atifco",101,"799 Lei/buc","orez pofta buna 1kg atifco",101,"799 Lei/buc","orez pofta buna 1kg atifco",101
"501","orez bob cu bob camolino 1kg scotti","856 Lei","orez cu bob rotund, preambalat  ","916","orez bob cu bob camolino 1kg scotti",101,"876 Lei/buc","orez bob cu bob camolino 1kg scotti",101,"876 Lei/buc","orez bob cu bob camolino 1kg scotti",101
"502","orez cu bob mare 1kg deroni","669 Lei","orez cu bob rotund, preambalat  ","709","orez cu bob mare 1kg deroni",101,"669 Lei/buc","orez cu bob mare 1kg deroni",101,"669 Lei/buc","orez cu bob mare 1kg deroni",101
"503","orez cu bob mare 500g agrino","469 Lei","orez cu bob rotund, preambalat  ","269 Lei/bucata","orez cu bob mare panzani 500g",86,"469 Lei/buc","orez cu bob mare 500g agrino",101,"469 Lei/buc","orez cu bob mare 500g agrino",101
"504","cafea boabe selected 1kg doncafe","4769 Lei","cafea naturala boabe - vrac  ","4829","cafea boabe selected 1kg doncafe",101,"4787 Lei/buc","cafea boabe selected 1kg doncafe",101,"4787 Lei/buc","cafea boabe selected 1kg doncafe",101
"505","cafea turceasca macinata si prajita 100g mehmet efendi","915 Lei","cafea naturala macinata (plic  de 100 g) ","937","cafea turceasca macinata si prajita 100g mehmet efendi",101,"895 Lei/buc","cafea turceasca macinata si prajita 100g mehmet efendi",101,"895 Lei/buc","cafea turceasca macinata si prajita 100g mehmet efendi",101
"506","cafea boabe prajite 1kg stretto","4370 Lei","cafea naturala boabe - vrac  ","4557","cafea boabe prajite 1kg stretto",101,"4790 Lei/buc","cafea boabe prajite 1kg stretto",101,"4790 Lei/buc","cafea boabe prajite 1kg stretto",101
"507","cafea macinata si prajita kronung 100g jacobs","499 Lei","cafea naturala macinata (plic  de 100 g) ","569","cafea macinata si prajita kronung 100g jacobs",101,"514 Lei/buc","cafea macinata si prajita kronung 100g jacobs",101,"514 Lei/buc","cafea macinata si prajita kronung 100g jacobs",101
"508","cafea macinata si prajita decofeinizata kronung 250g jacobs","1539 Lei","cafea decofeinizata (punga de  250 g) ","1699","cafea macinata si prajita decofeinizata kronung 250g jacobs",101,"1668 Lei/buc","cafea macinata si prajita decofeinizata kronung 250g jacobs",101,"1668 Lei/buc","cafea macinata si prajita decofeinizata kronung 250g jacobs",101
"509","cafea prajita si macinata decofeinizata exclusive 250g tchibo","1366 Lei","cafea decofeinizata (punga de  250 g) ","1385","cafea prajita si macinata decofeinizata exclusive 250g tchibo",101,"1365 Lei/buc","cafea prajita si macinata decofeinizata exclusive 250g tchibo",101,"1365 Lei/buc","cafea prajita si macinata decofeinizata exclusive 250g tchibo",101
"510","cafea macinata si prajita 100g nova brasilia","372 Lei","cafea naturala macinata (plic  de 100 g) ","432","cafea macinata si prajita 100g nova brasilia",101,"3.54 Lei/buc 35.40 kilogram","nova brasilia cafea 100g",100,"3.54 Lei/buc 35.40 kilogram","nova brasilia cafea 100g",100
"511","cafea prajita si macinata 100g fort","328 Lei","cafea naturala macinata (plic  de 100 g) ","405","cafea prajita si macinata 100g fort",101,"300 Lei/bucata","cafea prajita si macinata fort 100g",100,"300 Lei/bucata","cafea prajita si macinata fort 100g",100
"512","cafea prajita si macinata decofeinizata 250g doncafe","1629 Lei","cafea decofeinizata (punga de  250 g) ","1689","cafea prajita si macinata decofeinizata 250g doncafe",101,"15.25 Lei/buc 61.00 kilogram","doncafe cafea 250g",100,"15.25 Lei/buc 61.00 kilogram","doncafe cafea 250g",100
"513","cafea prajita si macinata selected 100g doncafe","515 Lei","cafea naturala macinata (plic  de 100 g) ","575","cafea prajita si macinata selected 100g doncafe",101,"490 Lei/bucata","cafea prajita si macinata doncafe selected 100g",100,"490 Lei/bucata","cafea prajita si macinata doncafe selected 100g",100
"514","cafea prajita si macinata elita 100g doncafe","402 Lei","cafea naturala macinata (plic  de 100 g) ","479","cafea prajita si macinata elita 100g doncafe",101,"3.81 Lei/buc 38.10 kilogram","doncafe elita cafea 100g",100,"3.81 Lei/buc 38.10 kilogram","doncafe elita cafea 100g",100
"515","cafea espresso decofeinizata 250g illy","3499 Lei","cafea decofeinizata (punga de  250 g) ","3559","cafea espresso decofeinizata 250g illy",101,"3499 Lei/buc","cafea espresso decorata 250g illy",90,"3499 Lei/buc","cafea espresso decorata 250g illy",90
"516","apa minerala carbogazoasa 1.5l borsec","209 Lei","apa minerala carbogazoasa  (sticla plastic de 1500 ml) ","262","apa minerala carbogazoasa 1.5l borsec",101,"219 Lei/buc","apa minerala carbogazoasa 1.5l borsec",101,"219 Lei/buc","apa minerala carbogazoasa 1.5l borsec",101
"517","apa minerala necarbogazoasa 5l aqua carpatica","588 Lei","apa plata naturala (bidon  plastic de 5000 ml) ","648","apa minerala necarbogazoasa 5l aqua carpatica",101,"599 Lei/buc","apa minerala necarbogazoasa 5l aqua carpatica",101,"599 Lei/buc","apa minerala necarbogazoasa 5l aqua carpatica",101
"518","apa minerala naturala decarbogazificata partial harghitei 5l perla harghitei","459 Lei","apa plata naturala (bidon  plastic de 5000 ml) ","519","apa minerala naturala decarbogazificata partial harghitei 5l perla harghitei",101,"469 Lei/buc","apa minerala naturala decarbogazificata partial harghitei 5l perla harghitei",101,"469 Lei/buc","apa minerala naturala decarbogazificata partial harghitei 5l perla harghitei",101
"519","apa minerala necarbogazoasa 5l bucovina","534 Lei","apa plata naturala (bidon  plastic de 5000 ml) ","604","apa minerala necarbogazoasa 5l bucovina",101,"249 Lei/buc","apa minerala necarbogazoasa 2l bucovina",97,"249 Lei/buc","apa minerala necarbogazoasa 2l bucovina",97
"520","apa minerala naturala plata 5l zizin","411 Lei","apa plata naturala (bidon  plastic de 5000 ml) ","479","apa minerala naturala plata 5l zizin",101,"439 Lei/buc","apa minerala naturala plata 5l zizin",101,"439 Lei/buc","apa minerala naturala plata 5l zizin",101
"521","apa minerala carbogazoasa 1.5l bucovina","194 Lei","apa minerala carbogazoasa  (sticla plastic de 1500 ml) ","259","apa minerala carbogazoasa 1.5l bucovina",101,"249 Lei/buc","apa minerala necarbogazoasa 2l bucovina",92,"200 Lei/bucata","apa minerala naturala carbogazoasa bucovina 1.5l",100
"522","apa minerala plata 5l aquatique","479 Lei","apa plata naturala (bidon  plastic de 5000 ml) ","539","apa minerala plata 5l aquatique",101,"479 Lei/buc","apa minerala plata 5l aquatique",101,"479 Lei/buc","apa minerala plata 5l aquatique",101
"523","apa minerala carbogazoasa 1.5l aqua carpatica","284 Lei","apa minerala carbogazoasa  (sticla plastic de 1500 ml) ","314","apa minerala carbogazoasa 1.5l aqua carpatica",101,"299 Lei/buc","apa minerala carbogazoasa 1.5l aqua carpatica",101,"299 Lei/buc","apa minerala carbogazoasa 1.5l aqua carpatica",101
"524","ceai de menta 20 pliculete 20x2g fares","183 Lei","ceai instant (plic din hirtie  poroasa de 2 g) ","243","ceai de menta 20 pliculete 20x2g fares",101,"190 Lei/buc","ceai de menta 20 pliculete 20x2g fares",101,"190 Lei/buc","ceai de menta 20 pliculete 20x2g fares",101
"525","ceai infuzie de macese si mar 20 plicuri 20x2g loyd","614 Lei","ceai instant (plic din hirtie  poroasa de 2 g) ","674","ceai infuzie de macese si mar 20 plicuri 20x2g loyd",101,"669 Lei/buc","ceai infuzie de macese si mar 20 plicuri 20x2g loyd",101,"669 Lei/buc","ceai infuzie de macese si mar 20 plicuri 20x2g loyd",101
